c1_plots_number,c2_plots_number,l1_plots_number,l2_plots_number,Assignments,DistancesToClusterCenter no.0,DistancesToClusterCenter no.1,DistancesToClusterCenter no.2
6,6,8,8,3,7.41577557879368,15.4666851857045,17.3941855890896
1,1,-1,-1,1,19.1863194541214,1.21517620809357,29.7221103919935
1,1,-1,-1,1,19.1863194541214,1.21517620809357,29.7221103919935
6,6,8,8,3,7.41577557879368,15.4666851857045,17.3941855890896
2,2,15,15,0,4.02624252169233,23.1862483914783,7.09956661732574
2,2,15,15,0,4.02624252169233,23.1862483914783,7.09956661732574
2,2,15,15,0,4.02624252169233,23.1862483914783,7.09956661732574
2,2,11,11,0,2.55793338648227,17.5732702320442,12.6953958946965
2,2,11,11,0,2.55793338648227,17.5732702320442,12.6953958946965
2,2,11,11,0,2.55793338648227,17.5732702320442,12.6953958946965
2,2,12,12,0,1.72044314585845,18.9740717455208,11.2907382057494
2,2,13,13,0,1.8376142213702,20.3767261982854,9.88880485895345
2,2,13,13,0,1.8376142213702,20.3767261982854,9.88880485895345
2,2,15,15,0,4.02624252169233,23.1862483914783,7.09956661732574
2,2,20,20,2,10.8763567377011,30.2254855089199,1.3936669947687
2,2,20,20,2,10.8763567377011,30.2254855089199,1.3936669947687
2,2,20,20,2,10.8763567377011,30.2254855089199,1.3936669947687
2,2,20,20,2,10.8763567377011,30.2254855089199,1.3936669947687
2,2,14,14,0,2.79172481362915,21.7808756140705,8.49094540355511
2,2,16,16,0,5.35047009634987,24.5926348004245,5.71940018372017
2,2,16,16,0,5.35047009634987,24.5926348004245,5.71940018372017
2,2,16,16,0,5.35047009634987,24.5926348004245,5.71940018372017
2,2,16,16,0,5.35047009634987,24.5926348004245,5.71940018372017
2,2,24,24,2,16.4912929001804,35.8658927404966,5.9306894138099
2,2,18,18,2,8.09081782447458,27.4078242540062,3.05400115863157
2,2,20,20,2,10.8763567377011,30.2254855089199,1.3936669947687
2,2,15,15,0,4.02624252169233,23.1862483914783,7.09956661732574
2,2,18,18,2,8.09081782447458,27.4078242540062,3.05400115863157
2,2,18,18,2,8.09081782447458,27.4078242540062,3.05400115863157
2,2,15,15,0,4.02624252169233,23.1862483914783,7.09956661732574
1,1,-1,-1,1,19.1863194541214,1.21517620809357,29.7221103919935
2,2,17,17,2,6.71151485585668,25.9998703531915,4.36110430616267
2,2,14,14,0,2.79172481362915,21.7808756140705,8.49094540355511
2,2,16,16,0,5.35047009634987,24.5926348004245,5.71940018372017
2,2,16,16,0,5.35047009634987,24.5926348004245,5.71940018372017
2,2,12,12,0,1.72044314585845,18.9740717455208,11.2907382057494
2,2,12,12,0,1.72044314585845,18.9740717455208,11.2907382057494
2,2,12,12,0,1.72044314585845,18.9740717455208,11.2907382057494
2,2,16,16,0,5.35047009634987,24.5926348004245,5.71940018372017
2,2,16,16,0,5.35047009634987,24.5926348004245,5.71940018372017
2,2,14,14,0,2.79172481362915,21.7808756140705,8.49094540355511
2,2,14,14,0,2.79172481362915,21.7808756140705,8.49094540355511
2,2,11,11,0,2.55793338648227,17.5732702320442,12.6953958946965
2,2,11,11,0,2.55793338648227,17.5732702320442,12.6953958946965
2,2,10,10,0,3.7584733338458,16.1748030804932,14.1019638566898
2,2,13,13,0,1.8376142213702,20.3767261982854,9.88880485895345
2,2,14,14,0,2.79172481362915,21.7808756140705,8.49094540355511
2,2,10,10,0,3.7584733338458,16.1748030804932,14.1019638566898
2,2,21,21,2,12.2764830995765,31.6350366872815,2.0615528128088
2,2,19,19,2,9.48041320182229,28.8163912087237,1.90646672790669
2,2,19,19,2,9.48041320182229,28.8163912087237,1.90646672790669
2,6,18,18,2,8.56175137398666,27.9071672971309,4.23583612670599
2,2,14,14,0,2.79172481362915,21.7808756140705,8.49094540355511
-1,0,-2,-2,1,21.0192248178204,1.48113145523562,31.4021679800321
-1,0,-2,-2,1,21.0192248178204,1.48113145523562,31.4021679800321
6,2,10,10,0,4.47048954039794,17.1460881350111,14.372115095131
6,6,28,28,2,22.4350563985038,42.227121494936,12.1947340463636
6,6,28,28,2,22.4350563985038,42.227121494936,12.1947340463636
6,6,28,28,2,22.4350563985038,42.227121494936,12.1947340463636
2,2,12,12,0,1.72044314585845,18.9740717455208,11.2907382057494
6,6,6,6,3,9.90756905694487,13.1463761821367,20.1480100181707
6,6,6,6,3,9.90756905694487,13.1463761821367,20.1480100181707
6,6,6,6,3,9.90756905694487,13.1463761821367,20.1480100181707
6,6,6,6,3,9.90756905694487,13.1463761821367,20.1480100181707
6,6,6,6,3,9.90756905694487,13.1463761821367,20.1480100181707
2,2,13,13,0,1.8376142213702,20.3767261982854,9.88880485895345
2,2,13,13,0,1.8376142213702,20.3767261982854,9.88880485895345
2,2,13,13,0,1.8376142213702,20.3767261982854,9.88880485895345
1,1,1,1,1,16.3996541735641,3.44496692700464,26.9076054447294
2,2,12,12,0,1.72044314585845,18.9740717455208,11.2907382057494
2,2,9,9,3,5.07042605633681,14.7793329598129,15.5099223823877
6,6,0,0,1,17.9905118372832,8.3458837152176,28.497300816852
2,2,10,10,0,3.7584733338458,16.1748030804932,14.1019638566898
1,1,13,13,0,3.15459568152656,20.2537567033079,10.1838862160542
-1,0,-2,-2,1,21.0192248178204,1.48113145523562,31.4021679800321
-1,0,-2,-2,1,21.0192248178204,1.48113145523562,31.4021679800321
6,6,8,8,3,7.41577557879368,15.4666851857045,17.3941855890896
2,2,14,14,0,2.79172481362915,21.7808756140705,8.49094540355511
2,2,23,23,2,15.0846226373446,34.455285372742,4.56786433854865
6,2,19,19,2,9.78454850296444,29.3725805120191,3.36554944651285
2,2,8,8,3,6.42590997325114,13.3877970847071,16.9189243156886
2,2,8,8,3,6.42590997325114,13.3877970847071,16.9189243156886
2,2,20,20,2,10.8763567377011,30.2254855089199,1.3936669947687
2,2,15,15,0,4.02624252169233,23.1862483914783,7.09956661732574
2,2,12,12,0,1.72044314585845,18.9740717455208,11.2907382057494
2,2,16,16,0,5.35047009634987,24.5926348004245,5.71940018372017
2,2,16,16,0,5.35047009634987,24.5926348004245,5.71940018372017
2,2,18,18,2,8.09081782447458,27.4078242540062,3.05400115863157
2,2,11,11,0,2.55793338648227,17.5732702320442,12.6953958946965
2,2,11,11,0,2.55793338648227,17.5732702320442,12.6953958946965
6,2,19,19,2,9.78454850296444,29.3725805120191,3.36554944651285
6,6,8,8,3,7.41577557879368,15.4666851857045,17.3941855890896
2,2,4,4,3,11.9843528548907,7.90258330917265,22.5614545357614
6,6,8,8,3,7.41577557879368,15.4666851857045,17.3941855890896
8,8,8,8,3,9.26522701612782,17.1234041755689,18.2951233519082
2,2,15,15,0,4.02624252169233,23.1862483914783,7.09956661732574
4,4,8,8,3,6.33585220863623,14.1854055531554,16.9234702751488
4,4,8,8,3,6.33585220863623,14.1854055531554,16.9234702751488
4,4,8,8,3,6.33585220863623,14.1854055531554,16.9234702751488
4,4,8,8,3,6.33585220863623,14.1854055531554,16.9234702751488
2,2,11,11,0,2.55793338648227,17.5732702320442,12.6953958946965
2,2,12,12,0,1.72044314585845,18.9740717455208,11.2907382057494
2,2,13,13,0,1.8376142213702,20.3767261982854,9.88880485895345
2,2,13,13,0,1.8376142213702,20.3767261982854,9.88880485895345
6,6,8,8,3,7.41577557879368,15.4666851857045,17.3941855890896
-1,0,-2,-2,1,21.0192248178204,1.48113145523562,31.4021679800321
2,2,11,11,0,2.55793338648227,17.5732702320442,12.6953958946965
2,2,11,11,0,2.55793338648227,17.5732702320442,12.6953958946965
2,2,16,16,0,5.35047009634987,24.5926348004245,5.71940018372017
1,1,-1,-1,1,19.1863194541214,1.21517620809357,29.7221103919935
2,2,11,11,0,2.55793338648227,17.5732702320442,12.6953958946965
2,2,12,12,0,1.72044314585845,18.9740717455208,11.2907382057494
2,2,11,11,0,2.55793338648227,17.5732702320442,12.6953958946965
2,2,16,16,0,5.35047009634987,24.5926348004245,5.71940018372017
2,2,12,12,0,1.72044314585845,18.9740717455208,11.2907382057494
2,2,14,14,0,2.79172481362915,21.7808756140705,8.49094540355511
2,2,15,15,0,4.02624252169233,23.1862483914783,7.09956661732574
2,2,11,11,0,2.55793338648227,17.5732702320442,12.6953958946965
2,2,15,15,0,4.02624252169233,23.1862483914783,7.09956661732574
2,2,15,15,0,4.02624252169233,23.1862483914783,7.09956661732574
2,2,15,15,0,4.02624252169233,23.1862483914783,7.09956661732574
-1,0,-2,-2,1,21.0192248178204,1.48113145523562,31.4021679800321
6,1,5,5,3,10.9972817690679,10.7752118077595,21.3977892459802
2,2,19,19,2,9.48041320182229,28.8163912087237,1.90646672790669
2,2,10,10,0,3.7584733338458,16.1748030804932,14.1019638566898
2,2,8,8,3,6.42590997325114,13.3877970847071,16.9189243156886
2,2,19,19,2,9.48041320182229,28.8163912087237,1.90646672790669
6,6,17,17,2,7.6645834923425,27.1289236468233,5.94364560492321
6,6,17,17,2,7.6645834923425,27.1289236468233,5.94364560492321
6,2,9,9,3,5.61857413605594,15.8364379321187,15.7559512565887
2,6,6,6,3,9.60732895702827,11.8517139301206,19.9562020434751
6,6,17,17,2,7.6645834923425,27.1289236468233,5.94364560492321
6,6,15,15,0,5.46918982063959,24.4455998969902,8.16771317209036
6,6,9,9,3,6.27778853128102,16.6857400971431,16.0270204534525
6,6,9,9,3,6.27778853128102,16.6857400971431,16.0270204534525
6,6,9,9,3,6.27778853128102,16.6857400971431,16.0270204534525
6,6,18,18,2,8.89734463306552,28.4811177833821,5.06306383374883
6,5,18,18,2,8.61406861705072,28.3066914551665,4.52556838759168
6,6,19,19,2,10.1774084583449,29.8390623536767,4.46568110060578
6,6,19,19,2,10.1774084583449,29.8390623536767,4.46568110060578
6,6,19,19,2,10.1774084583449,29.8390623536767,4.46568110060578
6,6,19,19,2,10.1774084583449,29.8390623536767,4.46568110060578
6,6,20,20,2,11.4889749036388,31.2020065717307,4.27200187265877
2,6,21,21,2,12.5918342911315,32.0686248912735,3.58683490216438
6,6,18,18,2,8.89734463306552,28.4811177833821,5.06306383374883
6,6,18,18,2,8.89734463306552,28.4811177833821,5.06306383374883
6,6,18,18,2,8.89734463306552,28.4811177833821,5.06306383374883
2,2,13,13,0,1.8376142213702,20.3767261982854,9.88880485895345
6,6,18,18,2,8.89734463306552,28.4811177833821,5.06306383374883
6,6,18,18,2,8.89734463306552,28.4811177833821,5.06306383374883
-1,0,-2,-2,1,21.0192248178204,1.48113145523562,31.4021679800321
6,6,18,18,2,8.89734463306552,28.4811177833821,5.06306383374883
2,2,13,13,0,1.8376142213702,20.3767261982854,9.88880485895345
6,6,15,15,0,5.46918982063959,24.4455998969902,8.16771317209036
6,6,15,15,0,5.46918982063959,24.4455998969902,8.16771317209036
6,6,22,22,2,14.1714624211245,33.94048258369,5.18318286532364
6,2,6,6,3,9.50356096928959,12.0501473231944,19.9330610563687
6,6,17,17,2,7.6645834923425,27.1289236468233,5.94364560492321
6,6,17,17,2,7.6645834923425,27.1289236468233,5.94364560492321
6,6,17,17,2,7.6645834923425,27.1289236468233,5.94364560492321
2,6,6,6,3,9.60732895702827,11.8517139301206,19.9562020434751
5,6,17,17,2,7.36756753472235,26.9237344609725,5.51396827646352
6,2,6,6,3,9.50356096928959,12.0501473231944,19.9330610563687
6,6,17,17,2,7.6645834923425,27.1289236468233,5.94364560492321
2,2,19,19,2,9.48041320182229,28.8163912087237,1.90646672790669
2,2,11,11,0,2.55793338648227,17.5732702320442,12.6953958946965
2,2,11,11,0,2.55793338648227,17.5732702320442,12.6953958946965
2,2,19,19,2,9.48041320182229,28.8163912087237,1.90646672790669
2,6,11,11,0,3.79279273501828,18.3423276292845,13.0302901555745
6,6,8,8,3,7.41577557879368,15.4666851857045,17.3941855890896
1,1,0,0,1,17.7913393426141,2.16153306068545,28.3145110934577
6,2,11,11,0,3.52167263374354,18.4711642916544,12.9948214537709
2,2,14,14,0,2.79172481362915,21.7808756140705,8.49094540355511
2,2,16,16,0,5.35047009634987,24.5926348004245,5.71940018372017
6,2,11,11,0,3.52167263374354,18.4711642916544,12.9948214537709
2,2,24,24,2,16.4912929001804,35.8658927404966,5.9306894138099
2,2,10,10,0,3.7584733338458,16.1748030804932,14.1019638566898
2,2,7,7,3,7.80227002710607,12.0015640158095,18.3287290255573
2,2,7,7,3,7.80227002710607,12.0015640158095,18.3287290255573
2,2,7,7,3,7.80227002710607,12.0015640158095,18.3287290255573
2,2,18,18,2,8.09081782447458,27.4078242540062,3.05400115863157
7,2,19,19,2,10.1095092927035,29.5945857691108,4.27200187265875
2,2,17,17,2,6.71151485585668,25.9998703531915,4.36110430616267
-1,0,-2,-2,1,21.0192248178204,1.48113145523562,31.4021679800321
2,2,27,27,2,20.7174671652905,40.0992391192148,10.104264141745
2,2,22,22,2,13.6795079846696,33.0449862787287,3.24926027084507
2,2,18,18,2,8.09081782447458,27.4078242540062,3.05400115863157
2,2,21,21,2,12.2764830995765,31.6350366872815,2.0615528128088
2,2,17,17,2,6.71151485585668,25.9998703531915,4.36110430616267
2,2,18,18,2,8.09081782447458,27.4078242540062,3.05400115863157
-1,0,-2,-2,1,21.0192248178204,1.48113145523562,31.4021679800321
2,2,18,18,2,8.09081782447458,27.4078242540062,3.05400115863157
2,2,19,19,2,9.48041320182229,28.8163912087237,1.90646672790669
2,2,19,19,2,9.48041320182229,28.8163912087237,1.90646672790669
2,2,19,19,2,9.48041320182229,28.8163912087237,1.90646672790669
7,2,16,16,0,6.39933386485703,25.5000547250019,6.87945659750267
7,7,21,21,2,13.3356213900053,32.9508284572808,5.88511812834843
7,7,21,21,2,13.3356213900053,32.9508284572808,5.88511812834843
2,2,21,21,2,12.2764830995765,31.6350366872815,2.0615528128088
2,2,17,17,2,6.71151485585668,25.9998703531915,4.36110430616267
2,2,18,18,2,8.09081782447458,27.4078242540062,3.05400115863157
2,2,21,21,2,12.2764830995765,31.6350366872815,2.0615528128088
2,2,19,19,2,9.48041320182229,28.8163912087237,1.90646672790669
2,2,19,19,2,9.48041320182229,28.8163912087237,1.90646672790669
2,2,13,13,0,1.8376142213702,20.3767261982854,9.88880485895345
2,2,19,19,2,9.48041320182229,28.8163912087237,1.90646672790669
2,2,13,13,0,1.8376142213702,20.3767261982854,9.88880485895345
2,2,10,10,0,3.7584733338458,16.1748030804932,14.1019638566898
1,1,6,6,3,9.54113012461056,10.3848763549093,19.8886322382333
1,1,5,5,3,10.8911093395623,8.98053923498105,21.2896688560438
2,2,9,9,3,5.07042605633681,14.7793329598129,15.5099223823877
2,2,7,7,3,7.80227002710607,12.0015640158095,18.3287290255573
4,2,7,7,3,7.73336893214507,12.4987831666123,18.3245316867434
2,2,11,11,0,2.55793338648227,17.5732702320442,12.6953958946965
2,2,11,11,0,2.55793338648227,17.5732702320442,12.6953958946965
2,2,10,10,0,3.7584733338458,16.1748030804932,14.1019638566898
2,2,11,11,0,2.55793338648227,17.5732702320442,12.6953958946965
2,2,19,19,2,9.48041320182229,28.8163912087237,1.90646672790669
2,2,19,19,2,9.48041320182229,28.8163912087237,1.90646672790669
2,2,15,15,0,4.02624252169233,23.1862483914783,7.09956661732574
2,2,22,22,2,13.6795079846696,33.0449862787287,3.24926027084507
2,2,19,19,2,9.48041320182229,28.8163912087237,1.90646672790669
2,2,16,16,0,5.35047009634987,24.5926348004245,5.71940018372017
2,2,18,18,2,8.09081782447458,27.4078242540062,3.05400115863157
2,2,18,18,2,8.09081782447458,27.4078242540062,3.05400115863157
2,2,10,10,0,3.7584733338458,16.1748030804932,14.1019638566898
2,2,18,18,2,8.09081782447458,27.4078242540062,3.05400115863157
2,2,18,18,2,8.09081782447458,27.4078242540062,3.05400115863157
2,2,19,19,2,9.48041320182229,28.8163912087237,1.90646672790669
2,2,26,26,2,19.3079399298952,38.68789740971,8.70565687001627
2,2,10,10,0,3.7584733338458,16.1748030804932,14.1019638566898
2,2,10,10,0,3.7584733338458,16.1748030804932,14.1019638566898
2,2,8,8,3,6.42590997325114,13.3877970847071,16.9189243156886
2,2,12,12,0,1.72044314585845,18.9740717455208,11.2907382057494
2,6,9,9,3,5.79236341348728,15.6859758685449,15.7852170375664
2,2,13,13,0,1.8376142213702,20.3767261982854,9.88880485895345
4,2,4,4,3,11.9396101617814,8.63903147226773,22.5580447870684
2,2,9,9,3,5.07042605633681,14.7793329598129,15.5099223823877
2,2,12,12,0,1.72044314585845,18.9740717455208,11.2907382057494
2,2,10,10,0,3.7584733338458,16.1748030804932,14.1019638566898
2,2,23,23,2,15.0846226373446,34.455285372742,4.56786433854865
2,2,17,17,2,6.71151485585668,25.9998703531915,4.36110430616267
2,2,9,9,3,5.07042605633681,14.7793329598129,15.5099223823877
