c1_plots_number,c2_plots_number,l1_plots_number,l2_plots_number,x_block_coordinate,y_block_coordinate,objectid,codmanzana,codsector,codsubsector,x_centroid_coordinate,y_centroid_coordinate,x_true_centroid_coordinate,y_true_centroid_coordinate,block_area,block_length,c1_length,c2_length,l1_length,l2_length,block_apexes_number,rectangular_form,square_form,is_multipart
2,2,12,12,773322.6,8.988824e+06,9105,101382,10,101,773322.6,8.988824e+06,773322.6,8.988824e+06,3744.1729,263.99805,41.627625,91.08183,40.91065,90.37794,4,t,f,f
2,2,20,20,773491.6,8.988829e+06,9106,101384,10,101,773491.6,8.988829e+06,773491.6,8.988829e+06,4319.7695,311.99884,35.997482,120.00209,35.99754,120.00173,4,f,t,f
5,2,12,12,773742.2,8.988833e+06,9107,101402,10,101,773742.2,8.988833e+06,773742.2,8.988833e+06,3783.7925,279.58057,36.709442,103.08093,36.70964,103.080574,4,f,t,f
1,2,0,0,773222.5,8.988835e+06,9108,101374,10,101,773222.5,8.988835e+06,773222.5,8.988835e+06,6836.4395,336.37527,68.7443,99.309074,68.7793,99.542595,4,t,f,f
2,2,12,12,773133.56,8.988861e+06,9109,101373,10,101,773133.56,8.988861e+06,773133.56,8.988861e+06,3665.3564,261.74084,41.224224,90.89587,40.039356,89.58139,4,t,f,f
2,2,8,8,773293,8.988873e+06,9110,101376,10,101,773293,8.988873e+06,773293,8.988873e+06,2517.1892,204.94415,40.63322,61.367874,41.06622,61.876835,4,t,f,f
2,2,12,12,773434.6,8.988867e+06,9111,101381,10,101,773434.6,8.988867e+06,773434.6,8.988867e+06,3636.3347,264.5123,38.813526,93.637794,39.18235,92.878624,4,t,f,f
2,2,8,8,773254.75,8.988909e+06,9112,101372,10,101,773254.75,8.988909e+06,773254.75,8.988909e+06,2485.8806,203.6878,40.800648,60.686848,40.36598,61.834324,4,t,f,f
2,2,12,12,773204.25,8.988935e+06,9113,101370,10,101,773204.25,8.988935e+06,773204.25,8.988935e+06,3568.4934,260.5691,39.16257,91.41715,39.163643,90.82572,4,t,f,f
2,2,12,12,773502,8.98894e+06,9114,101375,10,101,773502,8.98894e+06,773502,8.98894e+06,3729.1194,268.01477,38.869865,94.50655,39.99661,94.64175,4,t,f,f
2,2,19,19,773337.7,8.98892e+06,9115,101371,10,101,773337.7,8.98892e+06,773337.7,8.98892e+06,5959.116,380.67902,39.041927,150.92987,39.97711,150.7301,4,t,f,f
2,2,19,19,773372.56,8.988958e+06,9116,101369,10,101,773372.56,8.988958e+06,773372.56,8.988958e+06,6051.736,382.81064,40.636154,150.58713,39.320107,152.26724,4,t,f,f
-1,0,-2,-2,773660.8,8.988917e+06,9117,101377,10,101,773660.8,8.988917e+06,773660.8,8.988917e+06,28491.217,1096.8069,,,,,12,,,f
2,2,12,12,773277.9,8.989014e+06,9118,101355,10,101,773277.9,8.989014e+06,773277.9,8.989014e+06,3812.5686,268.3771,39.8322,93.09644,41.88094,93.56751,4,t,f,f
1,1,3,3,773409.56,8.988996e+06,9119,101351,10,101,773409.56,8.988996e+06,773409.56,8.988996e+06,7599.863,401.978,50.5017,150.48737,50.501698,150.48723,4,f,t,f
2,2,19,19,773442.4,8.989032e+06,9120,101344,10,101,773442.4,8.989032e+06,773442.4,8.989032e+06,6009.3027,380.61914,39.81336,150.82797,40.152344,149.82545,4,t,f,f
2,2,12,12,773345.56,8.989086e+06,9121,101345,10,101,773345.56,8.989086e+06,773345.56,8.989086e+06,3852.6287,270.85876,40.151173,94.7555,41.1604,94.7917,4,t,f,f
6,6,17,17,773330.56,8.989234e+06,9122,101340,10,101,773330.56,8.989234e+06,773330.56,8.989234e+06,5608.454,358.606,40.866737,139.17276,39.872105,138.69438,4,t,f,f
6,5,13,13,773433.1,8.989266e+06,9123,101326,10,101,773433.1,8.989266e+06,773433.1,8.989266e+06,4244.0103,303.64487,36.529736,115.27388,37.36578,114.475464,4,t,f,f
6,6,13,13,773397.4,8.989299e+06,9124,101327,10,101,773397.4,8.989299e+06,773397.4,8.989299e+06,4077.3567,300.08163,35.55706,114.38416,35.726692,114.41372,4,f,t,f
6,6,8,8,773240.94,8.989319e+06,9125,101341,10,101,773240.94,8.989319e+06,773240.94,8.989319e+06,3409.4185,248.76561,40.901474,83.82417,40.666424,83.373535,4,t,f,f
1,1,1,1,773360.4,8.989334e+06,9126,101328,10,101,773360.4,8.989334e+06,773360.4,8.989334e+06,4976.1,316.20505,43.835846,114.830246,42.910908,114.62804,4,t,f,f
6,6,5,5,773175.8,8.98938e+06,9127,101342,10,101,773175.8,8.98938e+06,773175.8,8.98938e+06,2916.2373,224.58908,41.17068,71.43236,40.384438,71.6016,4,t,f,f
6,6,13,13,773323.5,8.98937e+06,9128,101331,10,101,773323.5,8.98937e+06,773323.5,8.98937e+06,4214.5024,303.53064,35.96644,115.30138,37.22659,115.036224,4,t,f,f
6,6,17,17,773455.2,8.989364e+06,9129,101319,10,101,773455.2,8.989364e+06,773455.2,8.989364e+06,5029.4214,351.25763,35.84612,139.6223,36.20806,139.58116,4,t,f,f
2,6,11,11,773513.7,8.989396e+06,9130,101314,10,101,773513.7,8.989396e+06,773513.7,8.989396e+06,4153.089,281.79453,41.905045,98.44801,42.092094,99.34938,4,t,f,f
6,6,13,13,773287.5,8.989403e+06,9131,101332,10,101,773287.5,8.989403e+06,773287.5,8.989403e+06,4250.117,304.03552,36.605103,114.86671,37.255527,115.30818,4,t,f,f
6,6,5,5,773213.4,8.98942e+06,9132,101337,10,101,773213.4,8.98942e+06,773213.4,8.98942e+06,2678.0745,218.0491,37.19942,71.967834,37.610138,71.2717,4,t,f,f
1,1,0,0,773551.2,8.989434e+06,9133,101311,10,101,773551.2,8.989434e+06,773551.2,8.989434e+06,4063.358,277.60324,42.00155,96.76382,41.914852,96.92303,4,f,t,f
6,6,8,8,773364.94,8.989449e+06,9134,101322,10,101,773364.94,8.989449e+06,773364.94,8.989449e+06,3189.8916,245.93231,37.239418,85.077324,37.158974,86.456604,4,t,f,f
6,6,6,6,773243.9,8.989453e+06,9135,101335,10,101,773243.9,8.989453e+06,773243.9,8.989453e+06,2772.7214,221.96825,37.71516,73.51043,38.273415,72.46923,4,t,f,f
2,2,17,17,773097.7,8.989454e+06,9136,101343,10,101,773097.7,8.989454e+06,773097.7,8.989454e+06,3660.747,276.20407,35.959724,102.351166,35.68897,102.20422,4,t,f,f
6,6,6,6,773273.44,8.989486e+06,9137,101330,10,101,773273.44,8.989486e+06,773273.44,8.989486e+06,2739.3235,221.84431,37.209988,73.777,37.02196,73.835365,4,f,t,f
6,6,9,9,773632.25,8.989482e+06,9138,101297,10,101,773632.25,8.989482e+06,773632.25,8.989482e+06,4466.0635,295.59256,42.16634,105.57127,42.555748,105.2992,4,t,f,f
6,2,14,14,773421.1,8.989483e+06,9139,101316,10,101,773421.1,8.989483e+06,773421.1,8.989483e+06,5126.5586,325.50812,42.815224,120.13615,42.591583,119.96518,4,t,f,f
1,1,-1,-1,773319.25,8.989514e+06,9140,101321,10,101,773319.25,8.989514e+06,773319.25,8.989514e+06,1961.8368,177.44379,42.000896,47.295704,42.001568,46.145622,4,t,f,f
2,2,22,22,773185.6,8.989502e+06,9141,101333,10,101,773185.6,8.989502e+06,773185.6,8.989502e+06,4811.6597,340.641,37.169598,134.08376,34.465923,134.92172,4,t,f,f
1,1,-1,-1,773291.1,8.989541e+06,9142,101323,10,101,773291.1,8.989541e+06,773291.1,8.989541e+06,1162.7606,139.39648,27.697496,42.00081,27.697355,42.000816,4,f,t,f
6,6,9,9,773591.6,8.98952e+06,9143,101298,10,101,773591.6,8.98952e+06,773591.6,8.98952e+06,4485.28,295.48126,43.086494,104.594536,42.325317,105.474915,4,t,f,f
6,2,15,15,773458.3,8.989522e+06,9144,101313,10,101,773458.3,8.989522e+06,773458.3,8.989522e+06,4990.7476,322.26566,41.845566,119.289406,41.84544,119.28523,4,f,t,f
1,1,-1,-1,773519.2,8.989551e+06,9145,101303,10,101,773519.2,8.989551e+06,773519.2,8.989551e+06,3489.1077,239.18732,51.002087,68.80254,50.001568,69.38113,4,t,f,f
-1,0,-2,-2,773343.2,8.989561e+06,9146,101317,10,101,773343.2,8.989561e+06,773343.2,8.989561e+06,2818.927,258.28204,,,,,8,,,f
2,2,22,22,773138.6,8.989548e+06,9147,101334,10,101,773138.6,8.989548e+06,773138.6,8.989548e+06,4785.8843,337.5622,35.964718,132.70253,36.17508,132.71986,4,t,f,f
2,1,1,1,773473.75,8.989594e+06,9148,101306,10,101,773473.75,8.989594e+06,773473.75,8.989594e+06,2243.8835,189.99605,43.99582,51.002277,43.995884,51.002064,4,f,t,f
1,2,1,1,773231,8.989597e+06,9149,101276,10,101,773231,8.989597e+06,773231,8.989597e+06,5303.708,307.9869,52.001396,101.99213,52.001324,101.99206,4,f,t,f
2,2,16,16,773416.06,8.989609e+06,9150,101278,10,101,773416.06,8.989609e+06,773416.06,8.989609e+06,3935.6763,291.1428,35.92642,109.700294,35.835228,109.680855,4,f,t,f
2,2,17,17,773541.8,8.98961e+06,9151,101280,10,101,773541.8,8.98961e+06,773541.8,8.98961e+06,4995.5938,322.52496,42.184334,119.70911,41.474304,119.15723,4,t,f,f
1,0,0,0,773557.8,8.989649e+06,9152,101279,10,101,773557.8,8.989649e+06,773557.8,8.989649e+06,682.9678,240.45187,10.978876,114.4835,1.0000442,113.98945,4,t,f,f
2,2,16,16,773385.25,8.989639e+06,9153,101277,10,101,773385.25,8.989639e+06,773385.25,8.989639e+06,4050.0679,294.53714,35.81772,111.07124,37.38458,110.263596,4,t,f,f
2,2,21,21,773320.8,8.989651e+06,9154,101275,10,101,773320.8,8.989651e+06,773320.8,8.989651e+06,4535.735,324.0005,35.997105,126.00314,35.997173,126.00307,4,f,t,f
5,6,4,4,773480.7,8.989677e+06,9155,101272,10,101,773480.7,8.989677e+06,773480.7,8.989677e+06,2115.3682,190.4343,35.31845,59.898697,35.318382,59.898773,4,f,t,f
6,6,4,4,773449.06,8.989708e+06,9156,101273,10,101,773449.06,8.989708e+06,773449.06,8.989708e+06,2354.7158,199.14049,38.76798,61.014164,38.789288,60.569065,4,t,f,f
2,2,21,21,773271.94,8.989697e+06,9157,101274,10,101,773271.94,8.989697e+06,773271.94,8.989697e+06,4574.1367,324.8472,35.89571,126.08625,36.646305,126.21892,4,t,f,f
2,2,17,17,773358.8,8.989743e+06,9158,101258,10,101,773358.8,8.989743e+06,773358.8,8.989743e+06,3671.7922,275.9852,36.001003,101.991585,36.0008,101.991806,4,f,t,f
6,2,10,10,773250.4,8.98907e+06,9159,101354,10,101,773250.4,8.98907e+06,773250.4,8.98907e+06,2799.4722,228.40222,36.524326,77.98626,34.779408,79.11223,4,t,f,f
1,1,-1,-1,772663.56,8.989018e+06,9160,101367,10,101,772663.56,8.989018e+06,772663.56,8.989018e+06,27998.318,760.11053,100.85848,280.37085,99.06424,279.817,4,t,f,f
6,6,11,11,773176.8,8.989111e+06,9161,101361,10,101,773176.8,8.989111e+06,773176.8,8.989111e+06,3671.8162,275.985,36.00125,101.991165,36.001392,101.991165,4,f,t,f
2,6,10,10,773308.4,8.989132e+06,9162,101346,10,101,773308.4,8.989132e+06,773308.4,8.989132e+06,2928.9783,232.8955,35.996826,79.70053,37.515312,79.68282,4,t,f,f
2,2,17,17,772804.2,8.98913e+06,9163,101366,10,101,772804.2,8.98913e+06,772804.2,8.98913e+06,3571.797,273.36716,35.21636,101.46721,35.21616,101.46743,4,f,t,f
-1,0,-2,-2,773220.8,8.989158e+06,9164,101353,10,101,773220.8,8.989158e+06,773220.8,8.989158e+06,6724.1567,407.89923,,,,,8,,,f
2,2,17,17,772883.8,8.989168e+06,9165,101364,10,101,772883.8,8.989168e+06,772883.8,8.989168e+06,3671.8264,276.00095,35.997383,102.00309,35.997246,102.003235,4,f,t,f
6,2,10,10,773132.6,8.989183e+06,9166,101357,10,101,773132.6,8.989183e+06,773132.6,8.989183e+06,2946.7102,231.70918,36.431694,78.292206,39.07207,77.913216,4,t,f,f
5,5,0,0,773082,8.989201e+06,9167,101362,10,101,773082,8.989201e+06,773082,8.989201e+06,1196.6404,138.47766,33.365288,35.873547,33.365288,35.873547,4,f,t,f
1,1,-1,-1,772930.75,8.988929e+06,9168,101368,10,101,772930.75,8.988929e+06,772930.75,8.988929e+06,161956.3,1667.669,302.2553,525.6024,313.9756,525.8356,4,t,f,f
6,6,11,11,773263.75,8.989204e+06,9169,101347,10,101,773263.75,8.989204e+06,773263.75,8.989204e+06,3709.2239,277.5806,36.100246,102.721466,36.195446,102.56342,4,f,t,f
2,2,17,17,772834,8.989212e+06,9170,101365,10,101,772834,8.989212e+06,772834,8.989212e+06,3729.072,277.7285,36.737606,102.9622,36.066856,101.961815,4,t,f,f
2,6,10,10,773189.4,8.989245e+06,9171,101348,10,101,773189.4,8.989245e+06,773189.4,8.989245e+06,3266.0295,241.39133,40.04207,79.94695,41.9699,79.4324,4,t,f,f
-1,0,-2,-2,773054,8.989245e+06,9172,101360,10,101,773054,8.989245e+06,773054,8.989245e+06,4198.6934,259.48245,,,,,6,,,f
-1,0,-2,-2,773096.4,8.989256e+06,9173,101358,10,101,773096.4,8.989256e+06,773096.4,8.989256e+06,2574.1934,276.67538,,,,,6,,,f
1,2,2,2,772924.9,8.989259e+06,9174,101363,10,101,772924.9,8.989259e+06,772924.9,8.989259e+06,7751.5615,355.9879,76.00189,101.99199,76.0019,101.99213,4,f,t,f
6,6,5,5,773153.2,8.989286e+06,9175,101349,10,101,773153.2,8.989286e+06,773153.2,8.989286e+06,2640.592,213.68646,39.664436,68.00276,37.996666,68.0226,4,t,f,f
2,2,17,17,773015.1,8.989314e+06,9176,101356,10,101,773015.1,8.989314e+06,773015.1,8.989314e+06,3671.8044,275.99902,35.997227,102.00207,35.997383,102.00235,4,f,t,f
-1,0,-2,-2,773111.06,8.989327e+06,9177,101350,10,101,773111.06,8.989327e+06,773111.06,8.989327e+06,3077.8625,263.65317,,,,,8,,,f
2,2,17,17,772966.1,8.989358e+06,9178,101359,10,101,772966.1,8.989358e+06,772966.1,8.989358e+06,3672.654,276.01517,36.014244,102.00192,35.997314,102.00168,4,f,t,f
2,2,17,17,773045.1,8.989396e+06,9179,101352,10,101,773045.1,8.989396e+06,773045.1,8.989396e+06,3671.7905,275.98492,36.00095,101.99151,36.00095,101.99151,4,f,t,f
1,1,-1,-1,773391.06,8.989778e+06,9180,101459,10,101,773391.06,8.989778e+06,773391.06,8.989778e+06,3834.0564,280.7496,37.095688,103.587814,37.2633,102.802795,4,t,f,f
-1,0,-2,-2,774784.2,8.988197e+06,9181,102208,10,102,774784.2,8.988197e+06,774784.2,8.988197e+06,4570.672,316.0759,,,,,5,,,f
2,2,12,12,774824.75,8.988115e+06,9182,102169,10,102,774824.75,8.988115e+06,774824.75,8.988115e+06,2971.4565,238.70467,36.057438,83.99479,34.7379,83.91454,4,t,f,f
2,2,11,11,774859.4,8.988078e+06,9183,102170,10,102,774859.4,8.988078e+06,774859.4,8.988078e+06,2731.8542,224.8319,35.18072,76.84577,35.91322,76.89218,4,t,f,f
-1,0,-2,-2,774796.6,8.988041e+06,9184,102140,10,102,774796.6,8.988041e+06,774796.6,8.988041e+06,2686.6548,228.53447,,,,,5,,,f
1,3,0,0,773685.44,8.988095e+06,9185,102160,10,102,773685.44,8.988095e+06,773685.44,8.988095e+06,10348.889,409.55,90.99875,113.99837,90.60095,113.95192,4,t,f,f
1,1,-1,-1,773572.6,8.98821e+06,9187,102197,10,102,773572.6,8.98821e+06,773572.6,8.98821e+06,612.7286,238.79285,3.7499516,114.04462,6.999827,113.99845,5,t,f,f
2,2,6,6,773678.1,8.987941e+06,9188,102117,10,102,773678.1,8.987941e+06,773678.1,8.987941e+06,8028.845,358.56955,87.54493,92.80708,86.645645,91.57191,4,t,f,f
3,3,4,4,773604.7,8.988011e+06,9189,102158,10,102,773604.7,8.988011e+06,773604.7,8.988011e+06,8387.742,366.34113,91.11116,92.04406,91.449486,91.73642,4,t,f,f
2,2,4,4,773525.6,8.988086e+06,9190,102159,10,102,773525.6,8.988086e+06,773525.6,8.988086e+06,9458.761,389.57632,92.51947,102.82059,91.93819,102.298065,4,t,f,f
1,1,2,2,773659,8.988304e+06,9191,102240,10,102,773659,8.988304e+06,773659,8.988304e+06,1052.1096,246.41695,7.5174484,114.04438,10.947932,113.90719,4,t,f,f
-1,0,-2,-2,773608.56,8.988199e+06,9192,102199,10,102,773608.56,8.988199e+06,773608.56,8.988199e+06,2601.3354,225.88039,,,,,6,,,f
4,2,11,11,773584.9,8.988138e+06,9193,102195,10,102,773584.9,8.988138e+06,773584.9,8.988138e+06,3189.3162,248.11372,36.90492,88.09279,35.854267,87.26175,4,t,f,f
-1,0,-2,-2,773645.6,8.988164e+06,9194,102194,10,102,773645.6,8.988164e+06,773645.6,8.988164e+06,2599.3267,225.71529,,,,,6,,,f
4,2,11,11,773727.3,8.988288e+06,9195,102239,10,102,773727.3,8.988288e+06,773727.3,8.988288e+06,3147.8735,246.6445,35.912815,86.8827,36.263622,87.58537,4,t,f,f
-1,0,-2,-2,773667.06,8.988261e+06,9196,102242,10,102,773667.06,8.988261e+06,773667.06,8.988261e+06,2569.417,222.04909,,,,,6,,,f
-1,0,-2,-2,773703.8,8.988226e+06,9197,102241,10,102,773703.8,8.988226e+06,773703.8,8.988226e+06,2611.3389,224.12228,,,,,6,,,f
2,2,19,19,773828.7,8.988139e+06,9198,102192,10,102,773828.7,8.988139e+06,773828.7,8.988139e+06,4070.6743,299.68848,35.804024,113.82755,35.496746,114.560165,4,t,f,f
-1,0,-2,-2,773778.3,8.988156e+06,9199,102193,10,102,773778.3,8.988156e+06,773778.3,8.988156e+06,2624.9883,226.54427,,,,,6,,,f
2,2,17,17,773740.25,8.988043e+06,9200,102157,10,102,773740.25,8.988043e+06,773740.25,8.988043e+06,4180.155,300.49957,36.721123,113.160965,37.017944,113.599556,4,t,f,f
2,2,19,19,773777.4,8.988009e+06,9201,102156,10,102,773777.4,8.988009e+06,773777.4,8.988009e+06,4095.5674,301.54514,34.85916,114.66061,36.24334,115.78203,4,t,f,f
2,2,18,18,773865.7,8.988103e+06,9202,102161,10,102,773865.7,8.988103e+06,773865.7,8.988103e+06,4261.0874,304.84442,37.52904,116.065,36.251694,114.99867,4,t,f,f
-1,0,-2,-2,773739.7,8.988192e+06,9203,102200,10,102,773739.7,8.988192e+06,773739.7,8.988192e+06,2725.4136,228.1477,,,,,6,,,f
2,2,15,15,773800.9,8.988219e+06,9204,102198,10,102,773800.9,8.988219e+06,773800.9,8.988219e+06,3371.2832,256.7507,37.016357,91.85618,36.639515,91.23867,4,t,f,f
2,2,13,13,774026.94,8.988384e+06,9205,102247,10,102,774026.94,8.988384e+06,774026.94,8.988384e+06,3139.5813,245.63387,36.391506,86.6492,36.178024,86.41513,4,t,f,f
1,1,-1,-1,773731.75,8.988383e+06,9206,102243,10,102,773731.75,8.988383e+06,773731.75,8.988383e+06,921.5469,174.18658,11.241306,74.73366,13.413006,74.79862,4,t,f,f
1,1,4,4,773790.3,8.988446e+06,9207,102288,10,102,773790.3,8.988446e+06,773790.3,8.988446e+06,1091.4032,177.25488,13.795202,73.8237,15.768479,73.8675,4,t,f,f
2,2,12,12,773940.94,8.988183e+06,9208,102202,10,102,773940.94,8.988183e+06,773940.94,8.988183e+06,2650.358,219.57076,35.94323,73.7971,35.747036,74.0834,4,t,f,f
1,1,3,3,773865.8,8.988287e+06,9209,102237,10,102,773865.8,8.988287e+06,773865.8,8.988287e+06,2361.6387,233.7003,25.82777,90.95594,26.158669,90.75791,4,t,f,f
2,2,12,12,774000.94,8.988246e+06,9210,102235,10,102,774000.94,8.988246e+06,774000.94,8.988246e+06,2672.3833,220.00049,35.762794,73.7374,36.696358,73.80393,4,t,f,f
2,2,12,12,773964,8.988281e+06,9211,102236,10,102,773964,8.988281e+06,773964,8.988281e+06,2715.5198,221.79062,36.851738,73.81823,36.19395,74.926704,4,t,f,f
2,2,12,12,773904,8.988218e+06,9212,102201,10,102,773904,8.988218e+06,773904,8.988218e+06,2649.4429,219.5512,35.85551,73.823364,35.80681,74.06551,4,t,f,f
2,2,15,15,773835.9,8.988256e+06,9213,102238,10,102,773835.9,8.988256e+06,773835.9,8.988256e+06,3308.3682,255.26935,36.0952,91.063614,36.26731,91.84323,4,t,f,f
2,2,12,12,773794.25,8.988322e+06,9214,102249,10,102,773794.25,8.988322e+06,773794.25,8.988322e+06,2676.7808,220.4227,36.090755,74.09157,36.181774,74.05859,4,f,t,f
2,2,12,12,773756.94,8.988357e+06,9215,102246,10,102,773756.94,8.988357e+06,773756.94,8.988357e+06,2681.3455,220.40227,36.6709,73.91956,35.866398,73.945404,4,t,f,f
2,2,12,12,773816.6,8.98842e+06,9216,102287,10,102,773816.6,8.98842e+06,773816.6,8.98842e+06,2713.822,221.6041,36.906372,74.60163,36.199986,73.89611,4,t,f,f
2,2,12,12,773854.3,8.988385e+06,9217,102244,10,102,773854.3,8.988385e+06,773854.3,8.988385e+06,2677.2783,220.45695,36.211727,74.128914,36.061577,74.05475,4,f,t,f
1,1,-1,-1,773908.06,8.988333e+06,9218,102248,10,102,773908.06,8.988333e+06,773908.06,8.988333e+06,6733.8003,329.99512,73.99892,90.99871,73.99884,90.99864,4,f,t,f
6,6,8,8,774065.7,8.988314e+06,9219,102234,10,102,774065.7,8.988314e+06,774065.7,8.988314e+06,3014.9282,239.8343,35.399216,83.66148,36.357674,84.415924,4,t,f,f
2,2,14,14,773993.94,8.988349e+06,9220,102250,10,102,773993.94,8.988349e+06,773993.94,8.988349e+06,3112.8176,244.68338,36.279953,86.45936,35.90239,86.04167,4,t,f,f
2,2,14,14,773919.9,8.988419e+06,9221,102286,10,102,773919.9,8.988419e+06,773919.9,8.988419e+06,3188.7024,247.0777,37.658157,86.660645,35.82245,86.93644,4,t,f,f
2,2,14,14,773953.1,8.988454e+06,9222,102285,10,102,773953.1,8.988454e+06,773953.1,8.988454e+06,3185.2231,247.22853,37.011654,86.83467,36.241653,87.14056,4,t,f,f
6,6,8,8,773882.25,8.988489e+06,9223,102294,10,102,773882.25,8.988489e+06,773882.25,8.988489e+06,3078.447,242.01555,36.09499,84.88743,36.65691,84.37622,4,t,f,f
1,1,12,12,773853.94,8.988516e+06,9224,102292,10,102,773853.94,8.988516e+06,773853.94,8.988516e+06,1482.6493,203.81241,16.537758,84.763725,18.655556,83.85538,4,t,f,f
2,2,22,22,774238.1,8.988567e+06,9225,102293,10,102,774238.1,8.988567e+06,774238.1,8.988567e+06,4808.3193,339.27808,35.945946,133.86612,36.000607,133.46541,4,t,f,f
2,2,16,16,774331.9,8.988596e+06,9226,102331,10,102,774331.9,8.988596e+06,774331.9,8.988596e+06,3776.2815,281.0799,36.296204,103.97117,36.0899,104.722626,4,t,f,f
2,2,17,17,774296.94,8.988629e+06,9227,102332,10,102,774296.94,8.988629e+06,774296.94,8.988629e+06,3743.9673,279.78592,36.29543,103.649704,35.82416,104.016624,4,t,f,f
2,2,21,21,774132.25,8.988668e+06,9228,102337,10,102,774132.25,8.988668e+06,774132.25,8.988668e+06,4578.411,326.9046,35.82017,126.957085,35.991184,128.13617,4,t,f,f
1,3,0,0,774244.2,8.988678e+06,9229,102338,10,102,774244.2,8.988678e+06,774244.2,8.988678e+06,8090.958,363.59457,77.79881,103.998474,77.79881,103.998474,4,f,t,f
2,2,4,4,774354.9,8.988697e+06,9230,102339,10,102,774354.9,8.988697e+06,774354.9,8.988697e+06,5783.8374,354.69965,50.488804,134.68712,36.052723,133.471,4,t,f,f
2,2,17,17,774192.3,8.988727e+06,9231,102336,10,102,774192.3,8.988727e+06,774192.3,8.988727e+06,3800.3945,281.3992,36.90072,104.343994,36.016266,104.13823,4,t,f,f
2,2,17,17,774157.7,8.988761e+06,9232,102383,10,102,774157.7,8.988761e+06,774157.7,8.988761e+06,3917.6309,285.18127,36.795525,105.824745,37.53729,105.023705,4,t,f,f
2,2,20,20,774091.6,8.988767e+06,9233,102384,10,102,774091.6,8.988767e+06,774091.6,8.988767e+06,4619.9824,320.67764,35.906544,122.998505,39.469193,122.303406,4,t,f,f
2,2,11,11,774255.5,8.988801e+06,9234,102386,10,102,774255.5,8.988801e+06,774255.5,8.988801e+06,7466.8687,373.3973,64.5396,129.00525,51.898388,127.95406,4,t,f,f
2,2,17,17,774175.9,8.988857e+06,9235,102385,10,102,774175.9,8.988857e+06,774175.9,8.988857e+06,4135.393,286.21426,39.081116,103.178116,41.309586,102.64544,4,t,f,f
2,2,17,17,774082.1,8.988405e+06,9236,102245,10,102,774082.1,8.988405e+06,774082.1,8.988405e+06,5561.2075,354.94043,40.675407,136.68407,40.64404,136.93692,4,t,f,f
2,2,11,11,774172,8.988429e+06,9237,102283,10,102,774172,8.988429e+06,774172,8.988429e+06,3598.8901,258.2821,40.859642,88.28441,40.51431,88.62374,4,t,f,f
2,2,11,11,774133.94,8.988465e+06,9238,102284,10,102,774133.94,8.988465e+06,774133.94,8.988465e+06,3537.3845,256.6181,40.027447,88.31001,40.18168,88.09896,4,t,f,f
2,2,11,11,774096.1,8.988501e+06,9239,102296,10,102,774096.1,8.988501e+06,774096.1,8.988501e+06,3580.716,257.64948,40.310062,88.43627,40.853073,88.05006,4,t,f,f
2,2,17,17,773972.06,8.988509e+06,9240,102291,10,102,773972.06,8.988509e+06,773972.06,8.988509e+06,5412.8735,351.4203,39.875107,135.50037,39.813,136.23181,4,t,f,f
2,2,17,17,774192,8.98852e+06,9241,102295,10,102,774192,8.98852e+06,774192,8.98852e+06,5567.412,355.25125,40.176727,137.16707,41.114758,136.7927,4,t,f,f
1,1,1,1,773905.56,8.988573e+06,9242,102290,10,102,773905.56,8.988573e+06,773905.56,8.988573e+06,848.01215,123.23349,19.925392,40.64361,21.603714,41.06078,4,t,f,f
3,1,0,0,774023.8,8.988569e+06,9243,102289,10,102,774023.8,8.988569e+06,774023.8,8.988569e+06,11300.267,432.84912,87.96116,127.9981,87.998634,128.89124,4,t,f,f
1,1,7,7,773958.8,8.988631e+06,9244,102334,10,102,773958.8,8.988631e+06,773958.8,8.988631e+06,1968.5519,221.02296,21.11924,88.28002,23.533596,88.09011,4,t,f,f
2,2,17,17,774081.3,8.988624e+06,9245,102333,10,102,774081.3,8.988624e+06,774081.3,8.988624e+06,5532.6855,354.73325,40.81354,137.16487,39.984406,136.77042,4,t,f,f
1,1,2,2,774013.4,8.98869e+06,9246,102335,10,102,774013.4,8.98869e+06,774013.4,8.98869e+06,884.39886,123.83824,21.54086,39.587753,23.18641,39.52322,4,t,f,f
1,1,0,0,774187.94,8.987448e+06,9247,102019,10,102,774187.94,8.987448e+06,774187.94,8.987448e+06,2901.4192,222.99057,42.073658,70.07429,40.732098,70.11052,4,t,f,f
6,6,4,4,774141.4,8.987491e+06,9248,102018,10,102,774141.4,8.987491e+06,774141.4,8.987491e+06,2964.2402,224.81105,42.063046,70.106964,42.55789,70.083145,4,t,f,f
6,6,4,4,774247.44,8.987509e+06,9249,102036,10,102,774247.44,8.987509e+06,774247.44,8.987509e+06,2930.3286,223.74593,41.876938,70.00341,41.859158,70.00643,4,f,t,f
6,6,4,4,774099.4,8.98753e+06,9250,102037,10,102,774099.4,8.98753e+06,774099.4,8.98753e+06,2925.2866,223.41302,41.894115,69.63058,41.977333,69.91099,4,t,f,f
6,6,4,4,774057.44,8.987569e+06,9251,102039,10,102,774057.44,8.987569e+06,774057.44,8.987569e+06,2940.853,223.87946,42.167454,70.26504,42.16172,69.28524,4,t,f,f
6,6,4,4,774158.2,8.987591e+06,9252,102040,10,102,774158.2,8.987591e+06,774158.2,8.987591e+06,2943.1494,224.05301,42.07304,70.06193,42.08654,69.8315,4,t,f,f
