c1_plots_number,c2_plots_number,l1_plots_number,l2_plots_number,x_block_coordinate,y_block_coordinate,objectid,codmanzana,codsector,codsubsector,x_centroid_coordinate,y_centroid_coordinate,x_true_centroid_coordinate,y_true_centroid_coordinate,block_area,block_length,c1_length,c2_length,l1_length,l2_length,block_apexes_number,rectangular_form,square_form,is_multipart
-1,0,-2,-2,767822.3,8.994946e+06,8040,52050,5,52,767822.3,8.994946e+06,767822.3,8.994946e+06,5464.0317,402.78333,,,,,10,,,f
1,1,1,1,768159.2,8.995567e+06,8041,52150,5,52,768159.2,8.995567e+06,768159.2,8.995567e+06,2629.789,219.99353,37.892242,78.96403,35.99944,67.13782,4,t,f,f
2,2,17,17,768164,8.995433e+06,8042,52129,5,52,768164,8.995433e+06,768164,8.995433e+06,5303.846,327.22195,43.261,119.533325,46.010376,118.417244,4,t,f,f
2,2,17,17,768127.7,8.995471e+06,8043,52128,5,52,768127.7,8.995471e+06,768127.7,8.995471e+06,5068.748,323.80725,42.17455,119.53644,42.792187,119.304085,4,t,f,f
2,7,9,9,768215.5,8.995505e+06,8044,52130,5,52,768215.5,8.995505e+06,768215.5,8.995505e+06,2910.674,231.75685,36.52103,78.98047,37.269585,78.98577,4,t,f,f
2,6,11,11,768080.3,8.99539e+06,8045,52109,5,52,768080.3,8.99539e+06,768080.3,8.99539e+06,4248.2163,286.07907,41.64738,102.1939,42.665833,99.571976,4,t,f,f
-1,0,-2,-2,768310.25,8.994809e+06,8046,52047,5,52,768310.25,8.994809e+06,768310.25,8.994809e+06,140071.83,1733.3566,,,,,19,,,f
-1,0,-2,-2,767689.3,8.995001e+06,8047,52075,5,52,767689.3,8.995001e+06,767689.3,8.995001e+06,4209.7847,382.6697,,,,,15,,,f
6,2,12,12,767469,8.994935e+06,8048,52070,5,52,767469,8.994935e+06,767469,8.994935e+06,3312.1438,254.00911,37.61649,90.01239,35.728687,90.651535,4,t,f,f
-1,0,-2,-2,767629.6,8.99506e+06,8049,52081,5,52,767629.6,8.99506e+06,767629.6,8.99506e+06,999.4104,148.02702,,,,,10,,,f
2,2,9,9,767652.25,8.99511e+06,8050,52082,5,52,767652.25,8.99511e+06,767652.25,8.99511e+06,1584.7607,163.29996,35.8956,45.738068,35.71001,45.95628,4,t,f,f
1,2,5,5,767858.75,8.995124e+06,8051,52089,5,52,767858.75,8.995124e+06,767858.75,8.995124e+06,818.4809,123.18187,19.658525,42.653248,19.16211,41.70799,4,t,f,f
1,1,4,4,767839,8.995102e+06,8052,52084,5,52,767839,8.995102e+06,767839,8.995102e+06,838.9412,124.64004,19.756493,42.098797,19.617207,43.16754,4,t,f,f
-1,0,-2,-2,767803.8,8.995108e+06,8053,52083,5,52,767803.8,8.995108e+06,767803.8,8.995108e+06,2061.7004,295.94635,,,,,7,,,f
2,6,7,7,767919.1,8.995206e+06,8054,52103,5,52,767919.1,8.995206e+06,767919.1,8.995206e+06,3087.5845,229.10846,43.74322,71.00592,43.032043,71.32727,4,t,f,f
2,6,5,5,768040.3,8.995321e+06,8055,52105,5,52,768040.3,8.995321e+06,768040.3,8.995321e+06,2439.703,200.18057,41.30986,57.45572,42.82703,58.587975,4,t,f,f
1,1,6,6,767922.5,8.995285e+06,8056,52102,5,52,767922.5,8.995285e+06,767922.5,8.995285e+06,850.8582,130.70885,17.841795,46.77725,18.089806,48,4,t,f,f
5,5,3,3,767954.6,8.995329e+06,8057,52101,5,52,767954.6,8.995329e+06,767954.6,8.995329e+06,1886.3401,175.49622,38.330105,50.79598,37.10321,49.266926,4,t,f,f
3,3,0,0,767993.94,8.995368e+06,8058,52110,5,52,767993.94,8.995368e+06,767993.94,8.995368e+06,1460.2166,153.67287,35.48612,42.215572,33.90055,42.070625,4,t,f,f
2,2,1,1,768055.44,8.995476e+06,8059,52127,5,52,768055.44,8.995476e+06,768055.44,8.995476e+06,931.46246,123.11941,27.555946,35.571285,26.20204,33.790134,4,t,f,f
-1,0,-2,-2,768087.5,8.995507e+06,8060,52131,5,52,768087.5,8.995507e+06,768087.5,8.995507e+06,1509.08,174.97781,,,,,6,,,f
6,4,9,9,767895.25,8.995018e+06,8061,52080,5,52,767895.25,8.995018e+06,767895.25,8.995018e+06,3220.9932,249.34575,36.388966,87.244514,36.820286,88.89198,4,t,f,f
6,4,9,9,767923.56,8.995048e+06,8062,52079,5,52,767923.56,8.995048e+06,767923.56,8.995048e+06,3115.405,244.9672,36.708916,85.70223,35.440014,87.116035,4,t,f,f
6,6,9,9,767953,8.995079e+06,8063,52086,5,52,767953,8.995079e+06,767953,8.995079e+06,3193.1157,244.96011,37.670647,84.12377,37.644764,85.52093,4,t,f,f
-1,0,-2,-2,767982,8.995102e+06,8064,52085,5,52,767982,8.995102e+06,767982,8.995102e+06,1754.8119,211.114,,,,,6,,,f
-1,0,-2,-2,767999.9,8.995132e+06,8065,52088,5,52,767999.9,8.995132e+06,767999.9,8.995132e+06,3080.3606,238.85173,,,,,6,,,f
6,6,7,7,768035.44,8.995164e+06,8066,52087,5,52,768035.44,8.995164e+06,768035.44,8.995164e+06,2866.7854,229.00066,37.158558,77.25543,37.6056,76.98108,4,t,f,f
6,6,7,7,768067.7,8.995198e+06,8067,52107,5,52,768067.7,8.995198e+06,768067.7,8.995198e+06,2947.6155,231.38383,37.38319,77.10618,38.700016,78.19445,4,t,f,f
6,6,6,6,768101.75,8.995233e+06,8068,52108,5,52,768101.75,8.995233e+06,768101.75,8.995233e+06,2879.7678,225.83334,39.122368,74.142975,38.906864,73.66114,4,t,f,f
6,6,9,9,767783.94,8.994908e+06,8069,52055,5,52,767783.94,8.994908e+06,767783.94,8.994908e+06,3360.4214,254.66325,37.34556,89.82599,37.35831,90.13339,4,t,f,f
6,6,10,10,767997.6,8.994791e+06,8070,52054,5,52,767997.6,8.994791e+06,767997.6,8.994791e+06,3651.117,272.07098,36.76998,99.02683,36.873596,99.40057,4,t,f,f
6,7,9,9,767983.56,8.994621e+06,8071,52043,5,52,767983.56,8.994621e+06,767983.56,8.994621e+06,3334.6545,255.39818,35.842495,91.15204,37.380127,91.02352,4,t,f,f
6,6,10,10,767923.06,8.99456e+06,8072,52037,5,52,767923.06,8.99456e+06,767923.06,8.99456e+06,3354.737,257.02634,36.669846,92.03667,36.19598,92.12384,4,t,f,f
1,4,5,5,767893,8.994528e+06,8073,52029,5,52,767893,8.994528e+06,767893,8.994528e+06,3347.1978,257.08038,36.280357,92.2599,36.280357,92.25976,4,f,t,f
6,6,4,4,768138.4,8.994657e+06,8074,52044,5,52,768138.4,8.994657e+06,768138.4,8.994657e+06,2198.6428,193.50006,36.557716,60.290997,36.429386,60.221954,4,f,t,f
6,6,4,4,768107,8.994624e+06,8075,52045,5,52,768107,8.994624e+06,768107,8.994624e+06,2149.8865,191.45816,36.35079,59.739853,35.66978,59.697742,4,t,f,f
6,6,4,4,768188.3,8.994609e+06,8076,52046,5,52,768188.3,8.994609e+06,768188.3,8.994609e+06,2152.9834,191.83626,35.91054,60.125797,35.75223,60.04769,4,f,t,f
6,6,4,4,768157.25,8.994577e+06,8077,52034,5,52,768157.25,8.994577e+06,768157.25,8.994577e+06,2147.7334,191.62764,35.771133,60.101074,35.770267,59.98516,4,f,t,f
7,6,11,11,768038.25,8.99457e+06,8078,52035,5,52,768038.25,8.99457e+06,768038.25,8.99457e+06,3671.2046,276.0688,35.884354,101.87349,36.05867,102.252266,4,t,f,f
6,6,11,11,768072.7,8.994537e+06,8079,52030,5,52,768072.7,8.994537e+06,768072.7,8.994537e+06,3805.887,279.31323,37.053207,102.34384,37.181446,102.734726,4,t,f,f
6,6,11,11,768105.4,8.994505e+06,8080,52031,5,52,768105.4,8.994505e+06,768105.4,8.994505e+06,3730.1555,277.80573,36.853416,102.318436,35.93904,102.694824,4,t,f,f
7,9,5,5,767986.9,8.994499e+06,8081,52027,5,52,767986.9,8.994499e+06,767986.9,8.994499e+06,2187.379,193.599,35.94913,60.85045,35.94927,60.850163,4,f,t,f
1,2,5,5,767953.44,8.994464e+06,8082,52028,5,52,767953.44,8.994464e+06,767953.44,8.994464e+06,1805.338,180.36813,30.000336,60.183727,30.000196,60.183872,4,f,t,f
6,6,4,4,768036.5,8.994451e+06,8083,52019,5,52,768036.5,8.994451e+06,768036.5,8.994451e+06,2186.7769,192.58159,37.484146,59.59643,35.915913,59.585094,4,t,f,f
6,6,5,5,768227.3,8.994551e+06,8084,52032,5,52,768227.3,8.994551e+06,768227.3,8.994551e+06,2342.7073,201.54752,36.390327,64.68782,36.389847,64.07951,4,t,f,f
6,6,6,6,768261.7,8.994517e+06,8085,52033,5,52,768261.7,8.994517e+06,768261.7,8.994517e+06,2434.2114,205.84709,36.652786,66.406136,37.02656,65.76161,4,t,f,f
6,6,5,5,768209.06,8.994463e+06,8086,52026,5,52,768209.06,8.994463e+06,768209.06,8.994463e+06,2413.9211,205.99484,35.90168,66.33975,36.24949,67.50393,4,t,f,f
6,6,5,5,768174.56,8.994496e+06,8087,52025,5,52,768174.56,8.994496e+06,768174.56,8.994496e+06,2454.6292,207.5585,36.477467,66.71667,36.47692,67.88745,4,t,f,f
8,6,5,5,768151,8.994403e+06,8088,52016,5,52,768151,8.994403e+06,768151,8.994403e+06,2365.7144,203.80656,35.580193,66.29784,35.9707,65.95783,4,t,f,f
6,6,5,5,768116.7,8.994437e+06,8089,52021,5,52,768116.7,8.994437e+06,768116.7,8.994437e+06,2390.0383,204.69342,36.048817,66.46802,36.062813,66.11377,4,t,f,f
6,6,5,5,768064.4,8.994382e+06,8090,52018,5,52,768064.4,8.994382e+06,768064.4,8.994382e+06,2436.0984,206.70663,36.384216,66.95007,36.391525,66.98082,4,f,t,f
6,6,5,5,768098.56,8.994349e+06,8091,52010,5,52,768098.56,8.994349e+06,768098.56,8.994349e+06,2409.7517,205.17403,36.219772,66.08263,36.61916,66.25247,4,t,f,f
2,1,1,1,768243.25,8.99443e+06,8092,52022,5,52,768243.25,8.99443e+06,768243.25,8.99443e+06,2401.848,205.18153,36.097946,66.358986,36.203426,66.52119,4,f,t,f
6,6,5,5,768185.75,8.99437e+06,8093,52017,5,52,768185.75,8.99437e+06,768185.75,8.99437e+06,2410.5293,205.36723,36.34043,66.526054,36.31598,66.18477,4,t,f,f
6,6,5,5,768133.4,8.994315e+06,8094,52011,5,52,768133.4,8.994315e+06,768133.4,8.994315e+06,2462.7148,206.89813,37.134254,66.22522,37.14593,66.39273,4,f,t,f
6,6,11,11,768259.3,8.99432e+06,8095,52013,5,52,768259.3,8.99432e+06,768259.3,8.99432e+06,3696.257,275.00818,36.649445,100.85451,36.649727,100.85451,4,f,t,f
6,6,11,11,768223.4,8.994281e+06,8096,52007,5,52,768223.4,8.994281e+06,768223.4,8.994281e+06,3787.6023,278.38443,37.7572,102.092285,36.4448,102.09015,4,t,f,f
6,6,11,11,768187.5,8.994243e+06,8097,52009,5,52,768187.5,8.994243e+06,768187.5,8.994243e+06,3609.882,273.44608,36.236202,101.07097,35.287567,100.85132,4,t,f,f
6,2,14,14,768268.6,8.994165e+06,8098,52004,5,52,768268.6,8.994165e+06,768268.6,8.994165e+06,3503.7305,265.0083,36.612926,95.72921,36.38098,96.28517,4,t,f,f
-1,0,-2,-2,768356.1,8.994102e+06,8099,52002,5,52,768356.1,8.994102e+06,768356.1,8.994102e+06,4091.997,294.57547,,,,,6,,,f
6,2,19,19,768317.5,8.994191e+06,8100,52003,5,52,768317.5,8.994191e+06,768317.5,8.994191e+06,4819.1035,338.06152,37.272667,132.76057,35.355366,132.67293,4,t,f,f
-1,0,-2,-2,768361.3,8.994221e+06,8101,52008,5,52,768361.3,8.994221e+06,768361.3,8.994221e+06,5644.477,378.53983,,,,,5,,,f
4,4,11,11,768296.7,8.994357e+06,8102,52012,5,52,768296.7,8.994357e+06,768296.7,8.994357e+06,3671.543,275.74167,36.331898,102.376465,35.810642,101.22268,4,t,f,f
-1,0,-2,-2,768381.94,8.994273e+06,8103,52006,5,52,768381.94,8.994273e+06,768381.94,8.994273e+06,3819.15,297.82364,,,,,5,,,f
-1,0,-2,-2,768403.44,8.994337e+06,8104,52014,5,52,768403.44,8.994337e+06,768403.44,8.994337e+06,3624.9348,259.5751,,,,,8,,,f
2,1,1,1,768294,8.994486e+06,8105,52024,5,52,768294,8.994486e+06,768294,8.994486e+06,2383.5732,204.47098,35.9624,66.51011,35.99946,65.999016,4,t,f,f
-1,0,-2,-2,768379.2,8.994439e+06,8106,52023,5,52,768379.2,8.994439e+06,768379.2,8.994439e+06,5113.375,300.27817,,,,,7,,,f
1,4,9,9,767594,8.996346e+06,8107,52220,5,52,767594,8.996346e+06,767594,8.996346e+06,2159.4377,236.57034,12.786661,94.10408,33.087196,96.5924,4,t,f,f
5,4,6,6,767558.94,8.996339e+06,8108,52222,5,52,767558.94,8.996339e+06,767558.94,8.996339e+06,3382.6008,259.32965,36.164192,93.51784,36.20708,93.44054,4,f,t,f
6,2,6,6,767158.75,8.995522e+06,8109,52135,5,52,767158.75,8.995522e+06,767158.75,8.995522e+06,1942.9261,180.32631,35.749477,54.049614,35.694958,54.832264,4,t,f,f
6,2,6,6,767162.06,8.995287e+06,8110,52093,5,52,767162.06,8.995287e+06,767162.06,8.995287e+06,1952.8523,180.3332,36.17751,53.869926,36.14124,54.14453,4,t,f,f
2,3,5,5,767225.7,8.995287e+06,8111,52095,5,52,767225.7,8.995287e+06,767225.7,8.995287e+06,1759.9314,169.91582,35.770916,49.491352,35.858913,48.79464,4,t,f,f
-1,0,-2,-2,767227.8,8.995245e+06,8112,52100,5,52,767227.8,8.995245e+06,767227.8,8.995245e+06,1185.4884,150.38373,,,,,5,,,f
1,3,1,1,767200.94,8.995984e+06,8113,52200,5,52,767200.94,8.995984e+06,767200.94,8.995984e+06,3544.6106,258.65558,39.42941,89.89833,39.429306,89.89853,4,f,t,f
1,1,12,12,767239,8.995983e+06,8114,52201,5,52,767239,8.995983e+06,767239,8.995983e+06,1778.0071,212.15582,20.866827,85.03604,20.86678,85.38618,4,t,f,f
-1,0,-2,-2,767191.44,8.995221e+06,8115,52099,5,52,767191.44,8.995221e+06,767191.44,8.995221e+06,3499.5798,295.86548,,,,,6,,,f
4,4,10,10,767308.25,8.995422e+06,8116,52113,5,52,767308.25,8.995422e+06,767308.25,8.995422e+06,2807.642,228.49211,35.88234,78.673454,35.70981,78.22651,4,t,f,f
-1,0,-2,-2,767375.9,8.995519e+06,8117,52132,5,52,767375.9,8.995519e+06,767375.9,8.995519e+06,878.5196,168.67726,,,,,8,,,f
2,2,19,19,767197.3,8.996223e+06,8118,52234,5,52,767197.3,8.996223e+06,767197.3,8.996223e+06,4078.2344,300.8377,35.480373,114.985756,35.48524,114.88633,4,f,t,f
2,2,19,19,767196,8.996175e+06,8119,52216,5,52,767196,8.996175e+06,767196,8.996175e+06,4120.1196,301.51984,35.857647,114.87717,35.857727,114.927284,4,f,t,f
2,2,14,14,767151.94,8.995985e+06,8120,52199,5,52,767151.94,8.995985e+06,767151.94,8.995985e+06,3143.033,245.47119,36.40892,86.40324,36.408333,86.2507,4,f,t,f
2,2,19,19,767198.2,8.996271e+06,8121,52233,5,52,767198.2,8.996271e+06,767198.2,8.996271e+06,4144.649,301.85236,36.09695,114.6783,36.09838,114.97874,4,t,f,f
2,4,14,14,767154.8,8.9961e+06,8122,52215,5,52,767154.8,8.9961e+06,767154.8,8.9961e+06,3719.5918,277.0974,36.548237,102.027954,36.294262,102.22696,4,t,f,f
6,2,6,6,767160,8.995476e+06,8123,52123,5,52,767160,8.995476e+06,767160,8.995476e+06,2007.8604,182.99843,37.04414,54.395065,36.431473,55.12775,4,t,f,f
2,6,5,5,767225.3,8.995377e+06,8124,52116,5,52,767225.3,8.995377e+06,767225.3,8.995377e+06,1785.4049,171.12578,36.300217,49.815292,35.9335,49.076763,4,t,f,f
4,2,6,6,767162.1,8.995332e+06,8125,52091,5,52,767162.1,8.995332e+06,767162.1,8.995332e+06,1951.9347,180.39052,36.206963,54.073704,35.8956,54.21425,4,t,f,f
2,3,7,7,767226.2,8.995332e+06,8126,52092,5,52,767226.2,8.995332e+06,767226.2,8.995332e+06,1740.7484,168.79234,36.028366,48.864178,35.776604,48.1232,4,t,f,f
6,2,6,6,767162,8.995377e+06,8127,52118,5,52,767162,8.995377e+06,767162,8.995377e+06,1954.3994,180.47108,36.20449,53.924255,36.01117,54.331165,4,t,f,f
6,6,8,8,767308.1,8.995377e+06,8128,52114,5,52,767308.1,8.995377e+06,767308.1,8.995377e+06,2786.8901,227.79602,35.573288,78.51139,35.604515,78.10683,4,t,f,f
1,2,1,1,767333.7,8.995344e+06,8129,52097,5,52,767333.7,8.995344e+06,767333.7,8.995344e+06,351.87122,89.30508,4.8083496,32.95084,16.47962,35.066265,4,t,f,f
-1,0,-2,-2,767385.75,8.995337e+06,8130,52098,5,52,767385.75,8.995337e+06,767385.75,8.995337e+06,1295.9541,151.96605,,,,,5,,,f
1,4,0,0,767505.44,8.995662e+06,8131,52153,5,52,767505.44,8.995662e+06,767505.44,8.995662e+06,1338.794,152.1803,32.926693,37.8412,29.9997,51.4127,4,t,f,f
2,1,8,8,767514.94,8.995703e+06,8132,52171,5,52,767514.94,8.995703e+06,767514.94,8.995703e+06,1076.2971,139.34964,35.1267,46.09734,16.1264,41.9992,4,t,f,f
-1,0,-2,-2,767557,8.995685e+06,8133,52152,5,52,767557,8.995685e+06,767557,8.995685e+06,3248.8347,243.16786,,,,,6,,,f
7,10,0,0,767551.44,8.995757e+06,8134,52174,5,52,767551.44,8.995757e+06,767551.44,8.995757e+06,1903.652,179.90019,41.4986,37.9994,58.6951,41.707092,4,t,f,f
1,1,3,3,767560.06,8.995794e+06,8135,52188,5,52,767560.06,8.995794e+06,767560.06,8.995794e+06,683.92615,108.426926,26.609558,26.710968,18.1317,36.9747,4,t,f,f
1,1,2,2,767605.8,8.995789e+06,8136,52189,5,52,767605.8,8.995789e+06,767605.8,8.995789e+06,491.3313,121.69143,15.7799,47.794888,6.8067393,51.3099,4,t,f,f
2,2,8,8,767608.44,8.995756e+06,8137,52173,5,52,767608.44,8.995756e+06,767608.44,8.995756e+06,1712.9099,171.13237,38.691223,54.5148,43.88875,34.0376,4,t,f,f
-1,0,-2,-2,767595.5,8.995705e+06,8138,52172,5,52,767595.5,8.995705e+06,767595.5,8.995705e+06,833.5911,150.63417,,,,,3,,,f
6,6,8,8,767317.25,8.996268e+06,8139,52230,5,52,767317.25,8.996268e+06,767317.25,8.996268e+06,3050.7996,240.84108,36.901894,84.11768,35.592693,84.228806,4,t,f,f
6,6,8,8,767316.44,8.99622e+06,8140,52231,5,52,767316.44,8.99622e+06,767316.44,8.99622e+06,3104.8848,242.24289,36.83901,84.40437,36.845013,84.154495,4,t,f,f
2,2,12,12,767439.56,8.996344e+06,8141,52224,5,52,767439.56,8.996344e+06,767439.56,8.996344e+06,3540.4011,268.7595,35.977703,98.72344,35.98884,98.06952,4,t,f,f
2,2,12,12,767391.7,8.996345e+06,8142,52227,5,52,767391.7,8.996345e+06,767391.7,8.996345e+06,3553.3965,268.90097,36.14773,98.25259,36.14761,98.35303,4,f,t,f
6,6,6,6,767381.94,8.995985e+06,8143,52203,5,52,767381.94,8.995985e+06,767381.94,8.995985e+06,2650.3347,218.03879,36.59392,72.42381,36.59712,72.423935,4,f,t,f
6,6,9,9,767433.56,8.996087e+06,8144,52211,5,52,767433.56,8.996087e+06,767433.56,8.996087e+06,3286.0254,253.16632,36.46428,90.11888,36.46428,90.11888,4,f,t,f
5,6,8,8,767410.75,8.996163e+06,8145,52218,5,52,767410.75,8.996163e+06,767410.75,8.996163e+06,3040.7253,239.72824,36.463367,83.40075,36.463467,83.40065,4,f,t,f
3,2,1,1,767360.94,8.996089e+06,8146,52212,5,52,767360.94,8.996089e+06,767360.94,8.996089e+06,6552.5244,325.70587,72.11744,90.22978,73.11892,90.23973,4,t,f,f
6,6,9,9,767289.44,8.996091e+06,8147,52213,5,52,767289.44,8.996091e+06,767289.44,8.996091e+06,3260.3315,252.93141,36.06445,90.39967,36.067547,90.39974,4,f,t,f
7,6,8,8,767315.06,8.996165e+06,8148,52217,5,52,767315.06,8.996165e+06,767315.06,8.996165e+06,3052.8828,241.24973,36.13309,84.30773,36.132175,84.67672,4,t,f,f
7,6,10,10,767330.8,8.995889e+06,8149,52194,5,52,767330.8,8.995889e+06,767330.8,8.995889e+06,3529.3884,266.90863,36.34615,97.108025,36.346245,97.10822,4,f,t,f
6,7,4,4,767430.5,8.995983e+06,8150,52204,5,52,767430.5,8.995983e+06,767430.5,8.995983e+06,2582.2446,214.68367,36.403103,70.93893,36.40311,70.93853,4,f,t,f
6,6,8,8,767413.06,8.996217e+06,8151,52226,5,52,767413.06,8.996217e+06,767413.06,8.996217e+06,3130.8225,243.98705,36.717785,85.39536,36.714855,85.15905,4,t,f,f
7,6,10,10,767284.1,8.995891e+06,8152,52195,5,52,767284.1,8.995891e+06,767284.1,8.995891e+06,3547.0112,267.69302,35.522377,97.39692,37.30786,97.46587,4,t,f,f
5,8,13,13,767310.7,8.995987e+06,8153,52202,5,52,767310.7,8.995987e+06,767310.7,8.995987e+06,5998.7764,310.62085,72.035385,83.283714,72.04011,83.26166,4,f,t,f
4,1,3,3,767388.94,8.995566e+06,8154,52149,5,52,767388.94,8.995566e+06,767388.94,8.995566e+06,1924.6244,183.22232,36.388863,62.85223,40.46339,43.51784,4,t,f,f
-1,0,-2,-2,767090.94,8.995856e+06,8155,52198,5,52,767090.94,8.995856e+06,767090.94,8.995856e+06,5515.901,352.61053,,,,,5,,,f
2,5,5,5,767221.75,8.99552e+06,8156,52134,5,52,767221.75,8.99552e+06,767221.75,8.99552e+06,1717.8503,167.71436,35.836388,48.22341,35.746113,47.90844,4,t,f,f
2,4,5,5,767223.56,8.995475e+06,8157,52124,5,52,767223.56,8.995475e+06,767223.56,8.995475e+06,1725.079,167.92302,35.753506,47.95162,36.410194,47.807697,4,t,f,f
4,6,8,8,767398.1,8.995472e+06,8158,52126,5,52,767398.1,8.995472e+06,767398.1,8.995472e+06,2669.6707,219.4819,36.428593,73.26141,36.375168,73.416725,4,f,t,f
-1,0,-2,-2,767304.9,8.995239e+06,8159,52096,5,52,767304.9,8.995239e+06,767304.9,8.995239e+06,19418.418,603.12146,,,,,6,,,f
6,6,5,5,766837.6,8.995635e+06,8160,52162,5,52,766837.6,8.995635e+06,766837.6,8.995635e+06,2485.8477,207.85281,37.178425,66.38137,37.48593,66.80708,4,t,f,f
6,6,6,6,766891,8.995574e+06,8161,52140,5,52,766891,8.995574e+06,766891,8.995574e+06,2621.0557,217.4292,36.162006,72.11402,36.03443,73.11874,4,t,f,f
6,6,9,9,766954.06,8.995499e+06,8162,52138,5,52,766954.06,8.995499e+06,766954.06,8.995499e+06,3305.2158,254.18758,36.384293,90.51498,36.562958,90.72534,4,t,f,f
6,2,6,6,767009.44,8.995436e+06,8163,52122,5,52,767009.44,8.995436e+06,767009.44,8.995436e+06,1976.0819,181.49124,35.750767,53.964108,36.854206,54.922153,4,t,f,f
3,4,19,19,767071.9,8.995424e+06,8164,52119,5,52,767071.9,8.995424e+06,767071.9,8.995424e+06,4059.6062,315.31522,35.28746,131.6473,45.91658,102.4639,4,t,f,f
6,2,6,6,767045.7,8.995467e+06,8165,52121,5,52,767045.7,8.995467e+06,767045.7,8.995467e+06,1994.585,182.17044,35.965275,54.495598,37.314426,54.39515,4,t,f,f
6,6,9,9,766990.94,8.995531e+06,8166,52137,5,52,766990.94,8.995531e+06,766990.94,8.995531e+06,3217.9941,251.28271,35.99799,89.34773,35.67702,90.25997,4,t,f,f
6,6,6,6,766927.1,8.995605e+06,8167,52139,5,52,766927.1,8.995605e+06,766927.1,8.995605e+06,2633.8972,217.37877,36.59773,72.040825,36.350594,72.38962,4,t,f,f
6,6,5,5,766874.75,8.995667e+06,8168,52161,5,52,766874.75,8.995667e+06,766874.75,8.995667e+06,2402.388,205.09596,36.3993,67.09788,36.07845,65.52034,4,t,f,f
2,6,9,9,766964.1,8.995636e+06,8169,52160,5,52,766964.1,8.995636e+06,766964.1,8.995636e+06,2589.0635,215.46228,36.335964,71.170784,36.054295,71.901245,4,t,f,f
6,6,9,9,767027.25,8.995562e+06,8170,52141,5,52,767027.25,8.995562e+06,767027.25,8.995562e+06,3281.5713,253.51743,35.545284,90.279205,36.984135,90.7088,4,t,f,f
6,2,6,6,767081.3,8.995499e+06,8171,52136,5,52,767081.3,8.995499e+06,767081.3,8.995499e+06,2037.7365,183.50099,37.61298,53.58271,37.8644,54.440903,4,t,f,f
6,6,5,5,766950.8,8.995732e+06,8172,52163,5,52,766950.8,8.995732e+06,766950.8,8.995732e+06,2430.4597,206.19446,36.54098,67.22356,36.46738,65.96254,4,t,f,f
6,6,6,6,767003.4,8.995671e+06,8173,52159,5,52,767003.4,8.995671e+06,767003.4,8.995671e+06,2634.3591,217.90076,36.876648,72.85031,35.582104,72.59169,4,t,f,f
6,6,5,5,766984.75,8.995762e+06,8174,52179,5,52,766984.75,8.995762e+06,766984.75,8.995762e+06,2415.7627,205.77724,37.271168,67.06415,35.27621,66.16572,4,t,f,f
6,6,6,6,767037.9,8.9957e+06,8175,52166,5,52,767037.9,8.9957e+06,767037.9,8.9957e+06,2610.2861,216.8135,35.862247,71.77808,36.360523,72.81265,4,t,f,f
6,6,6,6,767072.25,8.995729e+06,8176,52165,5,52,767072.25,8.995729e+06,767072.25,8.995729e+06,2671.2793,218.8375,36.33503,71.84246,37.24483,73.415184,4,t,f,f
-1,0,-2,-2,767073.7,8.99564e+06,8177,52158,5,52,767073.7,8.99564e+06,767073.7,8.99564e+06,3623.1067,279.72073,,,,,5,,,f
1,1,0,0,766909.4,8.995701e+06,8178,52164,5,52,766909.4,8.995701e+06,766909.4,8.995701e+06,1906.7625,183.15427,32.58011,59.740116,31.461954,59.372078,4,t,f,f
6,6,5,5,767019.1,8.995791e+06,8179,52182,5,52,767019.1,8.995791e+06,767019.1,8.995791e+06,2460.2812,207.52357,37.42198,67.15772,35.94805,66.99583,4,t,f,f
-1,0,-2,-2,767087.8,8.995592e+06,8181,52142,5,52,767087.8,8.995592e+06,767087.8,8.995592e+06,2252.05,197.87016,,,,,5,,,f
-1,0,-2,-2,767102.44,8.99555e+06,8182,52145,5,52,767102.44,8.99555e+06,767102.44,8.99555e+06,814.2279,125.17381,,,,,5,,,f
6,5,9,9,767085.9,8.995381e+06,8183,52120,5,52,767085.9,8.995381e+06,767085.9,8.995381e+06,3033.7034,250.92616,36.61154,98.75984,50.143238,65.41154,4,t,f,f
-1,0,-2,-2,767101.5,8.99533e+06,8184,52090,5,52,767101.5,8.99533e+06,767101.5,8.99533e+06,1994.2749,216.51251,,,,,3,,,f
5,2,6,6,767161.9,8.995422e+06,8185,52117,5,52,767161.9,8.995422e+06,767161.9,8.995422e+06,1928.906,179.41805,35.762726,53.830433,35.72722,54.097664,4,t,f,f
2,5,5,5,767225.44,8.995422e+06,8186,52115,5,52,767225.44,8.995422e+06,767225.44,8.995422e+06,1789.8372,171.0881,36.030563,49.11434,36.94061,49.00259,4,t,f,f
-1,0,-2,-2,767279.6,8.995331e+06,8187,52094,5,52,767279.6,8.995331e+06,767279.6,8.995331e+06,947.8047,157.96288,,,,,3,,,f
-1,0,-2,-2,767393.75,8.995376e+06,8188,52112,5,52,767393.75,8.995376e+06,767393.75,8.995376e+06,2531.4744,209.9059,,,,,5,,,f
6,3,5,5,767396.25,8.995421e+06,8189,52111,5,52,767396.25,8.995421e+06,767396.25,8.995421e+06,2701.6494,221.07521,36.447525,74.05511,36.515705,74.05686,4,f,t,f
